countryregion,date,days,confirmed,confirmed_change,deaths,deaths_change,recovered,recovered_change
Kuwait,06mar2020,12,58,0,,,,
Kuwait,07mar2020,13,61,3,,,,
Kuwait,08mar2020,14,64,3,,,1,
Kuwait,09mar2020,15,64,0,,,1,0
Kuwait,10mar2020,16,69,5,,,1,0
Kuwait,11mar2020,17,72,3,,,2,1
Kuwait,12mar2020,18,80,8,,,5,3
Kuwait,13mar2020,19,80,0,,,5,0
Kuwait,14mar2020,20,104,24,,,5,0
Kuwait,15mar2020,21,112,8,,,5,0
Kuwait,16mar2020,22,123,11,,,9,4
Kuwait,17mar2020,23,130,7,,,9,0
Kuwait,18mar2020,24,142,12,,,15,6
Kuwait,19mar2020,25,148,6,,,18,3
Kuwait,20mar2020,26,159,11,,,18,0
Kuwait,21mar2020,27,176,17,,,27,9
Kuwait,22mar2020,28,188,12,,,27,0
Kuwait,23mar2020,29,189,1,,,27,0
Kuwait,24mar2020,30,191,2,,,39,12
Kuwait,25mar2020,31,195,4,,,43,4
Kuwait,26mar2020,32,208,13,,,49,6
Kuwait,27mar2020,33,225,17,,,57,8
Kuwait,28mar2020,34,235,10,,,64,7
Kuwait,29mar2020,35,255,20,,,67,3
Kuwait,30mar2020,36,266,11,,,72,5
Kuwait,31mar2020,37,289,23,,,73,1
Kuwait,01apr2020,38,317,28,,,80,7
Kuwait,02apr2020,39,342,25,,,81,1
Kuwait,03apr2020,40,417,75,,,82,1
Kuwait,04apr2020,41,479,62,1,,93,11
Kuwait,05apr2020,42,556,77,1,0,99,6
Kuwait,06apr2020,43,665,109,1,0,103,4
Kuwait,07apr2020,44,743,78,1,0,105,2
Kuwait,08apr2020,45,855,112,1,0,111,6
Kuwait,09apr2020,46,910,55,1,0,111,0
Kuwait,10apr2020,47,993,83,1,0,123,12
Kuwait,11apr2020,48,1154,161,1,0,133,10
Kuwait,12apr2020,49,1234,80,1,0,142,9
Kuwait,13apr2020,50,1300,66,2,1,150,8
Kyrgyzstan,18mar2020,1,3,,,,,
Kyrgyzstan,19mar2020,2,3,0,,,,
Kyrgyzstan,20mar2020,3,6,3,,,,
Kyrgyzstan,21mar2020,4,14,8,,,,
Kyrgyzstan,22mar2020,5,14,0,,,,
Kyrgyzstan,23mar2020,6,16,2,,,,
Kyrgyzstan,24mar2020,7,42,26,,,,
Kyrgyzstan,25mar2020,8,44,2,,,,
Kyrgyzstan,26mar2020,9,44,0,,,,
Kyrgyzstan,27mar2020,10,58,14,,,,
Kyrgyzstan,28mar2020,11,58,0,,,,
Kyrgyzstan,29mar2020,12,84,26,,,,
Kyrgyzstan,30mar2020,13,94,10,,,3,
Kyrgyzstan,31mar2020,14,107,13,,,3,0
Kyrgyzstan,01apr2020,15,111,4,,,3,0
Kyrgyzstan,02apr2020,16,116,5,,,5,2
Kyrgyzstan,03apr2020,17,130,14,1,,6,1
Kyrgyzstan,04apr2020,18,144,14,1,0,9,3
Kyrgyzstan,05apr2020,19,147,3,1,0,9,0
Kyrgyzstan,06apr2020,20,216,69,4,3,33,24
Kyrgyzstan,07apr2020,21,228,12,4,0,33,0
Kyrgyzstan,08apr2020,22,270,42,4,0,33,0
Kyrgyzstan,09apr2020,23,280,10,4,0,35,2
Kyrgyzstan,10apr2020,24,298,18,5,1,35,0
Kyrgyzstan,11apr2020,25,339,41,5,0,44,9
Kyrgyzstan,12apr2020,26,377,38,5,0,54,10
Kyrgyzstan,13apr2020,27,419,42,5,0,67,13
Laos,24mar2020,1,2,,,,,
Laos,25mar2020,2,3,1,,,,
Laos,26mar2020,3,6,3,,,,
Laos,27mar2020,4,6,0,,,,
Laos,28mar2020,5,8,2,,,,
Laos,29mar2020,6,8,0,,,,
Laos,30mar2020,7,8,0,,,,
Laos,31mar2020,8,9,1,,,,
Laos,01apr2020,9,10,1,,,,
Laos,02apr2020,10,10,0,,,,
Laos,03apr2020,11,10,0,,,,
Laos,04apr2020,12,10,0,,,,
Laos,05apr2020,13,11,1,,,,
Laos,06apr2020,14,12,1,,,,
Laos,07apr2020,15,14,2,,,,
Laos,08apr2020,16,15,1,,,,
Laos,09apr2020,17,16,1,,,,
Laos,10apr2020,18,16,0,,,,
Laos,11apr2020,19,18,2,,,,
Laos,12apr2020,20,19,1,,,,
Laos,13apr2020,21,19,0,,,,
Latvia,02mar2020,1,1,,,,,
Latvia,03mar2020,2,1,0,,,,
Latvia,04mar2020,3,1,0,,,,
Latvia,05mar2020,4,1,0,,,,
Latvia,06mar2020,5,1,0,,,,
Latvia,07mar2020,6,1,0,,,,
Latvia,08mar2020,7,2,1,,,,
Latvia,09mar2020,8,6,4,,,,
Latvia,10mar2020,9,8,2,,,1,
Latvia,11mar2020,10,10,2,,,1,0
Latvia,12mar2020,11,10,0,,,1,0
Latvia,13mar2020,12,17,7,,,1,0
Latvia,14mar2020,13,26,9,,,1,0
Latvia,15mar2020,14,30,4,,,1,0
Latvia,16mar2020,15,34,4,,,1,0
Latvia,17mar2020,16,49,15,,,1,0
Latvia,18mar2020,17,71,22,,,1,0
Latvia,19mar2020,18,86,15,,,1,0
Latvia,20mar2020,19,111,25,,,1,0
Latvia,21mar2020,20,124,13,,,1,0
Latvia,22mar2020,21,139,15,,,1,0
Latvia,23mar2020,22,180,41,,,1,0
Latvia,24mar2020,23,197,17,,,1,0
Latvia,25mar2020,24,221,24,,,1,0
Latvia,26mar2020,25,244,23,,,1,0
Latvia,27mar2020,26,280,36,,,1,0
Latvia,28mar2020,27,305,25,,,1,0
Latvia,29mar2020,28,347,42,,,1,0
Latvia,30mar2020,29,376,29,,,1,0
Latvia,31mar2020,30,398,22,,,1,0
Latvia,01apr2020,31,446,48,,,1,0
Latvia,02apr2020,32,458,12,,,31,30
Latvia,03apr2020,33,493,35,1,,1,-30
Latvia,04apr2020,34,509,16,1,0,1,0
Latvia,05apr2020,35,533,24,1,0,1,0
Latvia,06apr2020,36,542,9,1,0,16,15
Latvia,07apr2020,37,548,6,2,1,16,0
Latvia,08apr2020,38,577,29,2,0,16,0
Latvia,09apr2020,39,589,12,3,1,16,0
Latvia,10apr2020,40,612,23,3,0,16,0
Latvia,11apr2020,41,630,18,3,0,16,0
Latvia,12apr2020,42,651,21,5,2,16,0
Latvia,13apr2020,43,655,4,5,0,16,0
Lebanon,21feb2020,1,1,,,,,
Lebanon,22feb2020,2,1,0,,,,
Lebanon,23feb2020,3,1,0,,,,
Lebanon,24feb2020,4,1,0,,,,
Lebanon,25feb2020,5,1,0,,,,
Lebanon,26feb2020,6,2,1,,,,
Lebanon,27feb2020,7,2,0,,,,
Lebanon,28feb2020,8,2,0,,,,
Lebanon,29feb2020,9,4,2,,,,
Lebanon,01mar2020,10,10,6,,,,
Lebanon,02mar2020,11,13,3,,,,
Lebanon,03mar2020,12,13,0,,,,
Lebanon,04mar2020,13,13,0,,,1,
Lebanon,05mar2020,14,16,3,,,1,0
Lebanon,06mar2020,15,22,6,,,1,0
Lebanon,07mar2020,16,22,0,,,1,0
Lebanon,08mar2020,17,32,10,,,1,0
Lebanon,09mar2020,18,32,0,,,1,0
Lebanon,10mar2020,19,41,9,1,,1,0
Lebanon,11mar2020,20,61,20,3,2,1,0
Lebanon,12mar2020,21,61,0,3,0,1,0
Lebanon,13mar2020,22,77,16,3,0,1,0
Lebanon,14mar2020,23,93,16,3,0,1,0
Lebanon,15mar2020,24,110,17,3,0,1,0
Lebanon,16mar2020,25,110,0,3,0,1,0
Lebanon,17mar2020,26,120,10,3,0,3,2
Lebanon,18mar2020,27,133,13,3,0,3,0
Lebanon,19mar2020,28,157,24,4,1,4,1
Lebanon,20mar2020,29,163,6,4,0,4,0
Lebanon,21mar2020,30,187,24,4,0,4,0
Lebanon,22mar2020,31,248,61,4,0,8,4
Lebanon,23mar2020,32,267,19,4,0,8,0
Lebanon,24mar2020,33,318,51,4,0,8,0
Lebanon,25mar2020,34,333,15,6,2,20,12
Lebanon,26mar2020,35,368,35,6,0,23,3
Lebanon,27mar2020,36,391,23,8,2,27,4
Lebanon,28mar2020,37,412,21,8,0,30,3
Lebanon,29mar2020,38,438,26,10,2,30,0
Lebanon,30mar2020,39,446,8,11,1,35,5
Lebanon,31mar2020,40,470,24,12,1,37,2
Lebanon,01apr2020,41,479,9,14,2,43,6
Lebanon,02apr2020,42,494,15,16,2,46,3
Lebanon,03apr2020,43,508,14,17,1,50,4
Lebanon,04apr2020,44,520,12,17,0,54,4
Lebanon,05apr2020,45,527,7,18,1,54,0
Lebanon,06apr2020,46,541,14,19,1,60,6
Lebanon,07apr2020,47,548,7,19,0,62,2
Lebanon,08apr2020,48,576,28,19,0,62,0
Lebanon,09apr2020,49,582,6,19,0,67,5
Lebanon,10apr2020,50,609,27,20,1,76,9
Lebanon,11apr2020,51,619,10,20,0,77,1
Lebanon,12apr2020,52,630,11,20,0,80,3
Lebanon,13apr2020,53,632,2,20,0,80,0
Liberia,16mar2020,1,1,,,,,
Liberia,17mar2020,2,1,0,,,,
Liberia,18mar2020,3,2,1,,,,
Liberia,19mar2020,4,2,0,,,,
Liberia,20mar2020,5,2,0,,,,
Liberia,21mar2020,6,3,1,,,,
Liberia,22mar2020,7,3,0,,,,
Liberia,23mar2020,8,3,0,,,,
Liberia,24mar2020,9,3,0,,,,
Liberia,25mar2020,10,3,0,,,,
Liberia,26mar2020,11,3,0,,,,
Liberia,27mar2020,12,3,0,,,,
Liberia,28mar2020,13,3,0,,,,
Liberia,29mar2020,14,3,0,,,,
Liberia,30mar2020,15,3,0,,,,
Liberia,31mar2020,16,3,0,,,,
Liberia,01apr2020,17,6,3,,,,
Liberia,02apr2020,18,6,0,,,,
Liberia,03apr2020,19,7,1,,,,
Liberia,04apr2020,20,10,3,1,,3,
Liberia,05apr2020,21,13,3,3,2,3,0
Liberia,06apr2020,22,14,1,3,0,3,0
Liberia,07apr2020,23,14,0,3,0,3,0
Liberia,08apr2020,24,31,17,4,1,3,0
Liberia,09apr2020,25,31,0,4,0,3,0
Liberia,10apr2020,26,37,6,5,1,3,0
Liberia,11apr2020,27,48,11,5,0,3,0
Liberia,12apr2020,28,50,2,5,0,3,0
Liberia,13apr2020,29,59,9,6,1,4,1
Libya,24mar2020,1,1,,,,,
Libya,25mar2020,2,1,0,,,,
Libya,26mar2020,3,1,0,,,,
Libya,27mar2020,4,1,0,,,,
Libya,28mar2020,5,3,2,,,,
Libya,29mar2020,6,8,5,,,,
Libya,30mar2020,7,8,0,,,,
Libya,31mar2020,8,10,2,,,1,
Libya,01apr2020,9,10,0,,,,
Libya,02apr2020,10,11,1,1,,,
Libya,03apr2020,11,11,0,1,0,,
Libya,04apr2020,12,18,7,1,0,,
Libya,05apr2020,13,18,0,1,0,,
Libya,06apr2020,14,19,1,1,0,1,
Libya,07apr2020,15,20,1,1,0,1,0
Libya,08apr2020,16,21,1,1,0,8,7
Libya,09apr2020,17,24,3,1,0,8,0
Libya,10apr2020,18,24,0,1,0,8,0
Libya,11apr2020,19,24,0,1,0,8,0
Libya,12apr2020,20,25,1,1,0,9,1
Libya,13apr2020,21,26,1,1,0,9,0
Liechtenstein,04mar2020,1,1,,,,,
Liechtenstein,05mar2020,2,1,0,,,,
Liechtenstein,06mar2020,3,1,0,,,,
Liechtenstein,07mar2020,4,1,0,,,,
Liechtenstein,08mar2020,5,1,0,,,,
Liechtenstein,09mar2020,6,1,0,,,,
Liechtenstein,10mar2020,7,1,0,,,,
Liechtenstein,11mar2020,8,1,0,,,,
Liechtenstein,12mar2020,9,1,0,,,,
Liechtenstein,13mar2020,10,1,0,,,,
Liechtenstein,14mar2020,11,4,3,,,,
Liechtenstein,15mar2020,12,4,0,,,,
Liechtenstein,16mar2020,13,4,0,,,,
Liechtenstein,17mar2020,14,7,3,,,,
Liechtenstein,18mar2020,15,28,21,,,,
Liechtenstein,19mar2020,16,28,0,,,,
Liechtenstein,20mar2020,17,28,0,,,,
Liechtenstein,21mar2020,18,37,9,,,,
Liechtenstein,22mar2020,19,37,0,,,,
Liechtenstein,23mar2020,20,51,14,,,,
Liechtenstein,24mar2020,21,51,0,,,,
Liechtenstein,25mar2020,22,51,0,,,,
Liechtenstein,26mar2020,23,56,5,,,,
Liechtenstein,27mar2020,24,56,0,,,,
Liechtenstein,28mar2020,25,56,0,,,,
Liechtenstein,29mar2020,26,56,0,,,,
Liechtenstein,30mar2020,27,62,6,,,,
Liechtenstein,31mar2020,28,68,6,,,,
Liechtenstein,01apr2020,29,68,0,,,,
Liechtenstein,02apr2020,30,75,7,,,,
Liechtenstein,03apr2020,31,75,0,,,,
Liechtenstein,04apr2020,32,77,2,1,,,
Liechtenstein,05apr2020,33,77,0,1,0,,
Liechtenstein,06apr2020,34,77,0,1,0,55,
Liechtenstein,07apr2020,35,78,1,1,0,55,0
Liechtenstein,08apr2020,36,78,0,1,0,55,0
Liechtenstein,09apr2020,37,78,0,1,0,55,0
Liechtenstein,10apr2020,38,79,1,1,0,55,0
Liechtenstein,11apr2020,39,79,0,1,0,55,0
Liechtenstein,12apr2020,40,79,0,1,0,55,0
Liechtenstein,13apr2020,41,79,0,1,0,55,0
Lithuania,28feb2020,1,1,,,,,
Lithuania,29feb2020,2,1,0,,,,
Lithuania,01mar2020,3,1,0,,,,
Lithuania,02mar2020,4,1,0,,,,
Lithuania,03mar2020,5,1,0,,,,
Lithuania,04mar2020,6,1,0,,,,
Lithuania,05mar2020,7,1,0,,,,
Lithuania,06mar2020,8,1,0,,,,
Lithuania,07mar2020,9,1,0,,,,
Lithuania,08mar2020,10,1,0,,,,
Lithuania,09mar2020,11,1,0,,,,
Lithuania,10mar2020,12,1,0,,,,
Lithuania,11mar2020,13,3,2,,,,
Lithuania,12mar2020,14,3,0,,,,
Lithuania,13mar2020,15,6,3,,,,
Lithuania,14mar2020,16,8,2,,,,
Lithuania,15mar2020,17,12,4,,,1,
Lithuania,16mar2020,18,17,5,,,1,0
Lithuania,17mar2020,19,25,8,,,1,0
Lithuania,18mar2020,20,27,2,,,1,0
Lithuania,19mar2020,21,36,9,,,1,0
Lithuania,20mar2020,22,49,13,,,1,0
Lithuania,21mar2020,23,83,34,1,,1,0
Lithuania,22mar2020,24,143,60,1,0,1,0
Lithuania,23mar2020,25,179,36,1,0,1,0
Lithuania,24mar2020,26,209,30,2,1,1,0
Lithuania,25mar2020,27,274,65,4,2,1,0
Lithuania,26mar2020,28,299,25,4,0,1,0
Lithuania,27mar2020,29,358,59,5,1,1,0
Lithuania,28mar2020,30,394,36,7,2,1,0
Lithuania,29mar2020,31,460,66,7,0,1,0
Lithuania,30mar2020,32,491,31,7,0,7,6
Lithuania,31mar2020,33,537,46,8,1,7,0
Lithuania,01apr2020,34,581,44,8,0,7,0
Lithuania,02apr2020,35,649,68,9,1,7,0
Lithuania,03apr2020,36,696,47,9,0,7,0
Lithuania,04apr2020,37,771,75,11,2,7,0
Lithuania,05apr2020,38,811,40,13,2,7,0
Lithuania,06apr2020,39,843,32,15,2,8,1
Lithuania,07apr2020,40,880,37,15,0,8,0
Lithuania,08apr2020,41,912,32,15,0,8,0
Lithuania,09apr2020,42,955,43,16,1,8,0
Lithuania,10apr2020,43,999,44,22,6,54,46
Lithuania,11apr2020,44,1026,27,23,1,54,0
Lithuania,12apr2020,45,1053,27,23,0,97,43
Lithuania,13apr2020,46,1062,9,24,1,101,4
Luxembourg,29feb2020,1,1,,,,,
Luxembourg,01mar2020,2,1,0,,,,
Luxembourg,02mar2020,3,1,0,,,,
Luxembourg,03mar2020,4,1,0,,,,
Luxembourg,04mar2020,5,1,0,,,,
Luxembourg,05mar2020,6,1,0,,,,
Luxembourg,06mar2020,7,2,1,,,,
Luxembourg,07mar2020,8,2,0,,,,
Luxembourg,08mar2020,9,3,1,,,,
Luxembourg,09mar2020,10,3,0,,,,
Luxembourg,10mar2020,11,5,2,,,,
Luxembourg,11mar2020,12,7,2,,,,
Luxembourg,12mar2020,13,19,12,,,,
Luxembourg,13mar2020,14,34,15,,,,
Luxembourg,14mar2020,15,51,17,1,,,
Luxembourg,15mar2020,16,59,8,1,0,,
Luxembourg,16mar2020,17,77,18,1,0,,
Luxembourg,17mar2020,18,140,63,1,0,,
Luxembourg,18mar2020,19,203,63,2,1,,
Luxembourg,19mar2020,20,335,132,4,2,,
Luxembourg,20mar2020,21,484,149,4,0,,
Luxembourg,21mar2020,22,670,186,8,4,,
Luxembourg,22mar2020,23,798,128,8,0,6,
Luxembourg,23mar2020,24,875,77,8,0,6,0
Luxembourg,24mar2020,25,1099,224,8,0,6,0
Luxembourg,25mar2020,26,1333,234,8,0,6,0
Luxembourg,26mar2020,27,1453,120,9,1,6,0
Luxembourg,27mar2020,28,1605,152,15,6,40,34
Luxembourg,28mar2020,29,1831,226,18,3,40,0
Luxembourg,29mar2020,30,1950,119,21,3,40,0
Luxembourg,30mar2020,31,1988,38,22,1,40,0
Luxembourg,31mar2020,32,2178,190,23,1,80,40
Luxembourg,01apr2020,33,2319,141,29,6,80,0
Luxembourg,02apr2020,34,2487,168,30,1,80,0
Luxembourg,03apr2020,35,2612,125,31,1,500,420
Luxembourg,04apr2020,36,2729,117,31,0,500,0
Luxembourg,05apr2020,37,2804,75,36,5,500,0
Luxembourg,06apr2020,38,2843,39,41,5,500,0
Luxembourg,07apr2020,39,2970,127,44,3,500,0
Luxembourg,08apr2020,40,3034,64,46,2,500,0
Luxembourg,09apr2020,41,3115,81,52,6,500,0
Luxembourg,10apr2020,42,3223,108,54,2,500,0
Luxembourg,11apr2020,43,3270,47,62,8,500,0
Luxembourg,12apr2020,44,3281,11,66,4,500,0
Luxembourg,13apr2020,45,3292,11,69,3,500,0
MS Zaandam,28mar2020,1,2,,,,,
MS Zaandam,29mar2020,2,2,0,,,,
MS Zaandam,30mar2020,3,2,0,,,,
MS Zaandam,31mar2020,4,2,0,,,,
MS Zaandam,01apr2020,5,9,7,2,,,
MS Zaandam,02apr2020,6,9,0,2,0,,
MS Zaandam,03apr2020,7,9,0,2,0,,
MS Zaandam,04apr2020,8,9,0,2,0,,
MS Zaandam,05apr2020,9,9,0,2,0,,
MS Zaandam,06apr2020,10,9,0,2,0,,
MS Zaandam,07apr2020,11,9,0,2,0,,
MS Zaandam,08apr2020,12,9,0,2,0,,
MS Zaandam,09apr2020,13,9,0,2,0,,
MS Zaandam,10apr2020,14,9,0,2,0,,
MS Zaandam,11apr2020,15,9,0,2,0,,
MS Zaandam,12apr2020,16,9,0,2,0,,
MS Zaandam,13apr2020,17,9,0,2,0,,
Madagascar,20mar2020,1,3,,,,,
Madagascar,21mar2020,2,3,0,,,,
Madagascar,22mar2020,3,3,0,,,,
Madagascar,23mar2020,4,12,9,,,,
Madagascar,24mar2020,5,17,5,,,,
Madagascar,25mar2020,6,19,2,,,,
Madagascar,26mar2020,7,23,4,,,,
Madagascar,27mar2020,8,26,3,,,,
Madagascar,28mar2020,9,26,0,,,,
Madagascar,29mar2020,10,39,13,,,,
Madagascar,30mar2020,11,43,4,,,,
Madagascar,31mar2020,12,57,14,,,,
Madagascar,01apr2020,13,57,0,,,,
Madagascar,02apr2020,14,59,2,,,,
Madagascar,03apr2020,15,70,11,,,,
Madagascar,04apr2020,16,70,0,,,,
Madagascar,05apr2020,17,72,2,,,2,
Madagascar,06apr2020,18,82,10,,,2,0
Madagascar,07apr2020,19,88,6,,,7,5
Madagascar,08apr2020,20,93,5,,,11,4
Madagascar,09apr2020,21,93,0,,,11,0
Madagascar,10apr2020,22,93,0,,,11,0
Madagascar,11apr2020,23,102,9,,,11,0
Madagascar,12apr2020,24,106,4,,,20,9
Madagascar,13apr2020,25,106,0,,,21,1
Malawi,02apr2020,1,3,,,,,
Malawi,03apr2020,2,3,0,,,,
Malawi,04apr2020,3,4,1,,,,
Malawi,05apr2020,4,4,0,,,,
Malawi,06apr2020,5,5,1,,,,
Malawi,07apr2020,6,8,3,1,,,
Malawi,08apr2020,7,8,0,1,0,,
Malawi,09apr2020,8,8,0,1,0,,
Malawi,10apr2020,9,9,1,1,0,,
Malawi,11apr2020,10,12,3,2,1,,
Malawi,12apr2020,11,13,1,2,0,,
Malawi,13apr2020,12,16,3,2,0,,
Malaysia,25jan2020,1,3,,,,,
Malaysia,26jan2020,2,4,1,,,,
Malaysia,27jan2020,3,4,0,,,,
Malaysia,28jan2020,4,4,0,,,,
Malaysia,29jan2020,5,7,3,,,,
Malaysia,30jan2020,6,8,1,,,,
Malaysia,31jan2020,7,8,0,,,,
Malaysia,01feb2020,8,8,0,,,,
Malaysia,02feb2020,9,8,0,,,,
Malaysia,03feb2020,10,8,0,,,,
Malaysia,04feb2020,11,10,2,,,,
Malaysia,05feb2020,12,12,2,,,,
Malaysia,06feb2020,13,12,0,,,,
Malaysia,07feb2020,14,12,0,,,1,
Malaysia,08feb2020,15,16,4,,,1,0
Malaysia,09feb2020,16,16,0,,,1,0
Malaysia,10feb2020,17,18,2,,,1,0
Malaysia,11feb2020,18,18,0,,,3,2
Malaysia,12feb2020,19,18,0,,,3,0
Malaysia,13feb2020,20,19,1,,,3,0
Malaysia,14feb2020,21,19,0,,,3,0
Malaysia,15feb2020,22,22,3,,,7,4
Malaysia,16feb2020,23,22,0,,,7,0
Malaysia,17feb2020,24,22,0,,,7,0
Malaysia,18feb2020,25,22,0,,,13,6
Malaysia,19feb2020,26,22,0,,,15,2
Malaysia,20feb2020,27,22,0,,,15,0
Malaysia,21feb2020,28,22,0,,,15,0
Malaysia,22feb2020,29,22,0,,,15,0
Malaysia,23feb2020,30,22,0,,,15,0
Malaysia,24feb2020,31,22,0,,,18,3
Malaysia,25feb2020,32,22,0,,,18,0
Malaysia,26feb2020,33,22,0,,,18,0
Malaysia,27feb2020,34,23,1,,,18,0
Malaysia,28feb2020,35,23,0,,,18,0
Malaysia,29feb2020,36,25,2,,,18,0
Malaysia,01mar2020,37,29,4,,,18,0
Malaysia,02mar2020,38,29,0,,,18,0
Malaysia,03mar2020,39,36,7,,,22,4
Malaysia,04mar2020,40,50,14,,,22,0
Malaysia,05mar2020,41,50,0,,,22,0
Malaysia,06mar2020,42,83,33,,,22,0
Malaysia,07mar2020,43,93,10,,,23,1
Malaysia,08mar2020,44,99,6,,,24,1
Malaysia,09mar2020,45,117,18,,,24,0
Malaysia,10mar2020,46,129,12,,,24,0
Malaysia,11mar2020,47,149,20,,,26,2
Malaysia,12mar2020,48,149,0,,,26,0
Malaysia,13mar2020,49,197,48,,,26,0
Malaysia,14mar2020,50,238,41,,,35,9
Malaysia,15mar2020,51,428,190,,,42,7
Malaysia,16mar2020,52,566,138,,,42,0
Malaysia,17mar2020,53,673,107,2,,49,7
Malaysia,18mar2020,54,790,117,2,0,60,11
Malaysia,19mar2020,55,900,110,2,0,75,15
Malaysia,20mar2020,56,1030,130,3,1,87,12
Malaysia,21mar2020,57,1183,153,4,1,114,27
Malaysia,22mar2020,58,1306,123,10,6,139,25
Malaysia,23mar2020,59,1518,212,14,4,139,0
Malaysia,24mar2020,60,1624,106,16,2,183,44
Malaysia,25mar2020,61,1796,172,20,4,199,16
Malaysia,26mar2020,62,2031,235,23,3,215,16
Malaysia,27mar2020,63,2161,130,26,3,259,44
Malaysia,28mar2020,64,2320,159,27,1,320,61
Malaysia,29mar2020,65,2470,150,35,8,388,68
Malaysia,30mar2020,66,2626,156,37,2,479,91
Malaysia,31mar2020,67,2766,140,43,6,537,58
Malaysia,01apr2020,68,2908,142,45,2,645,108
Malaysia,02apr2020,69,3116,208,50,5,767,122
Malaysia,03apr2020,70,3333,217,53,3,827,60
Malaysia,04apr2020,71,3483,150,57,4,915,88
Malaysia,05apr2020,72,3662,179,61,4,1005,90
Malaysia,06apr2020,73,3793,131,62,1,1241,236
Malaysia,07apr2020,74,3963,170,63,1,1321,80
Malaysia,08apr2020,75,4119,156,65,2,1487,166
Malaysia,09apr2020,76,4228,109,67,2,1608,121
Malaysia,10apr2020,77,4346,118,70,3,1830,222
Malaysia,11apr2020,78,4530,184,73,3,1995,165
Malaysia,12apr2020,79,4683,153,76,3,2108,113
Malaysia,13apr2020,80,4817,134,77,1,2276,168
Maldives,08mar2020,1,4,,,,,
Maldives,09mar2020,2,4,0,,,,
Maldives,10mar2020,3,6,2,,,,
Maldives,11mar2020,4,8,2,,,,
Maldives,12mar2020,5,8,0,,,,
Maldives,13mar2020,6,9,1,,,,
Maldives,14mar2020,7,10,1,,,,
Maldives,15mar2020,8,13,3,,,,
Maldives,16mar2020,9,13,0,,,,
Maldives,17mar2020,10,13,0,,,,
Maldives,18mar2020,11,13,0,,,,
Maldives,19mar2020,12,13,0,,,,
Maldives,20mar2020,13,13,0,,,,
Maldives,21mar2020,14,13,0,,,,
Maldives,22mar2020,15,13,0,,,,
Maldives,23mar2020,16,13,0,,,,
Maldives,24mar2020,17,13,0,,,5,
Maldives,25mar2020,18,13,0,,,8,3
Maldives,26mar2020,19,13,0,,,8,0
Maldives,27mar2020,20,16,3,,,9,1
Maldives,28mar2020,21,16,0,,,9,0
Maldives,29mar2020,22,17,1,,,13,4
Maldives,30mar2020,23,17,0,,,13,0
Maldives,31mar2020,24,18,1,,,13,0
Maldives,01apr2020,25,19,1,,,13,0
Maldives,02apr2020,26,19,0,,,13,0
Maldives,03apr2020,27,19,0,,,13,0
Maldives,04apr2020,28,19,0,,,13,0
Maldives,05apr2020,29,19,0,,,13,0
Maldives,06apr2020,30,19,0,,,13,0
Maldives,07apr2020,31,19,0,,,13,0
Maldives,08apr2020,32,19,0,,,13,0
Maldives,09apr2020,33,19,0,,,13,0
Maldives,10apr2020,34,19,0,,,13,0
Maldives,11apr2020,35,19,0,,,13,0
Maldives,12apr2020,36,20,1,,,14,1
Maldives,13apr2020,37,20,0,,,14,0
Mali,25mar2020,1,2,,,,,
Mali,26mar2020,2,4,2,,,,
Mali,27mar2020,3,11,7,,,,
Mali,28mar2020,4,18,7,,,,
Mali,29mar2020,5,18,0,1,,,
Mali,30mar2020,6,25,7,2,1,,
Mali,31mar2020,7,28,3,2,0,,
Mali,01apr2020,8,31,3,3,1,,
Mali,02apr2020,9,36,5,3,0,,
Mali,03apr2020,10,39,3,3,0,,
Mali,04apr2020,11,41,2,3,0,1,
Mali,05apr2020,12,45,4,5,2,1,0
Mali,06apr2020,13,47,2,5,0,9,8
Mali,07apr2020,14,56,9,5,0,12,3
Mali,08apr2020,15,59,3,7,2,16,4
Mali,09apr2020,16,74,15,7,0,22,6
Mali,10apr2020,17,87,13,7,0,22,0
Mali,11apr2020,18,87,0,7,0,22,0
Mali,12apr2020,19,105,18,9,2,22,0
Mali,13apr2020,20,123,18,10,1,26,4
Malta,07mar2020,1,3,,,,,
Malta,08mar2020,2,3,0,,,,
Malta,09mar2020,3,3,0,,,,
Malta,10mar2020,4,5,2,,,,
Malta,11mar2020,5,6,1,,,,
Malta,12mar2020,6,6,0,,,,
Malta,13mar2020,7,12,6,,,1,
Malta,14mar2020,8,18,6,,,1,0
Malta,15mar2020,9,21,3,,,1,0
Malta,16mar2020,10,30,9,,,2,1
Malta,17mar2020,11,38,8,,,2,0
Malta,18mar2020,12,38,0,,,2,0
Malta,19mar2020,13,53,15,,,2,0
Malta,20mar2020,14,64,11,,,2,0
Malta,21mar2020,15,73,9,,,2,0
Malta,22mar2020,16,90,17,,,2,0
Malta,23mar2020,17,107,17,,,2,0
Malta,24mar2020,18,110,3,,,2,0
Malta,25mar2020,19,129,19,,,2,0
Malta,26mar2020,20,134,5,,,2,0
Malta,27mar2020,21,139,5,,,2,0
Malta,28mar2020,22,149,10,,,2,0
Malta,29mar2020,23,151,2,,,2,0
Malta,30mar2020,24,156,5,,,2,0
Malta,31mar2020,25,169,13,,,2,0
Malta,01apr2020,26,188,19,,,2,0
Malta,02apr2020,27,196,8,,,2,0
Malta,03apr2020,28,202,6,,,2,0
